"SCORE","GUESS","TRUTH","TEXT"
"0.6639111336479467","o",,"Bye guys, me and @AveragePhanGirl are off to Disney land to see @brendonurie @hellosarahurie @JackAllTimeLow @LindaIgnarro @TheSpencerSmith"
"0.6632045271422633","o",,"Tendrian que pasar el rey leon en disney, no me jodan, estas peliculas son una mierda"
"0.6631056917873794","o",,"No pedo con los vídeos de Marlo haciendo de Ariel y las demás de otras princesas Disney. NO PUEDO XDXDXDXDXDXDXDXDXDXD"
"0.6626875128333111","o",,"Tes films préférés ? — Les HP !!!!!!!! Tous les walt disney, Bliss, scott pilgrimm, the runaways, hunger games i... http://t.co/y3NtbpvQc1"
"0.6618292760739364","o",,"Danilo veio me dar a caneca q ele trouxe da Disney pra mim hj dentro da sala, todo envergonhado,todo tímido... Quem vê até pensa que é fofo!"
"0.6614892604349839","o",,"Ya en París, mañana a disfrutar de Disney! Que ganas de volver!!!! @CrisAranda93 http://t.co/RPtzEry91f"
"0.661176494432962","o",,"【大好きディズニー】CD / 東京ディズニーランド(R) クリスマス・ファンタジー 201 / http://t.co/ZGZHH7af09 / V.A. / WALT DISNEY RECORDS / Walt Disney"
"0.6610793534318185","o",,"J'ai tellement envie d'aller a disney je me sens chez moi la bas haha"
"0.6607065552273726","o",,"@argharold genre j'étais à Disney je dis à ma mère ""je veux m'acheter une coque iPhone"" elle fait ""c'est dommage t'as pas d'iPhone"" =_="
"0.6593544114560947","o",,"Jordan, Mike Jackson, Steve Jobs, Jesus, Walt Disney, Kanye West"
"0.6585020606698155","o",,"@GrindingSkip @_leamichelelove @skipsuggs_x yeah if Disney has throwback month they'll get more views and start doing a throwback week"
"0.6582311250464223","o",,"Mira yo trato d ser seria, pero stalkear a @Yucelin_ y @ItsJosenny es entrar a tu hora Disney d risas por sus tweets! Como las amo jajaja"
"0.657787184787494","o",,"95 días, cada vez menos.. COMO TE HACES ESPERAR DISNEY! estamos a unos días de decir que solamente nos faltan 3 meses ♥"
"0.6562353603144593","o",,"el sabado son 5 horas en el shop por lo de disney , MANIJA"
"0.655844501619013","o",,"""@zourryfrost: SKIE AND DISNEY GOT 1/5 THIS IS A GOOD WEEK"" ahhhhhhh:-D"
"0.6557201807883758","o",,"The Unofficial Guide Walt Disney World 2013 (Unofficial Guides): Unofficial GuidesHotels, attractions, and res... http://t.co/N6mozGPiRI"
"0.6555803461226364","o",,"@sabrideniz9 se que le saque una sonrisa a mi amiga de disney channel! jajajajaja :D"
"0.6548537548675452","o",,"@ANfxxx ありがとうございます～(´；ω；`)マックス達を見ればきっとたちまちハピネス！！！笑"
"0.6548537548675452","o",,"@natsumin443 やっぱそゆもんだよね！笑　Disneyに帰りたーい(´・ω・`)！"
"0.654345569479518","o",,"Nooo. martina stoessel invento una cancion y va a ser la cancion de una pelicula de disney ""Libre Soy""... ok?"
"0.6543104056417817","o",,"Um dica pra conhecer a Miranda, só precisa ir na Disn... — KKKKKKKKKKKKK SIM! mas eu morando perto da Disney de ... http://t.co/3G8WFoc1g1"
"0.6536702498290963","o",,"¿Te enamoraste ya? Ahora estoy enamorado y de novio. Es actriz de Disney Channel, pero no de mi mismo elenco. Ella también está trabajando+"
"0.6529837251468185","o",,"@kuma6720 こちらもタメでいいでしょうか？ 普段はレイヤーさん…とか!? 実は私も仮装自体は今年デビューなんです。 はい！来年も仮装する予定なので、次回はお会いしましょう♡"
"0.6523258766304334","o",,"Photoset: disney-rapunzel-merida-vanellope: Bullying is the use of force or coercion to abuse, intimidate,... http://t.co/1pOT3tbOOu"
"0.6492178243792895","o",,"Was on a fantastic @forrester panel with @HearsaySocial @kiip @Disney @PARCinc on disruption!!"
"0.6491468790755155","o",,"need a 3 o'clock snack?...check out @healthysurprise and win a box over @theSIMPLEmoms http://t.co/rFD25Eay2P"
"0.6487747422816985","o",,"Que gran verdad muestra disney T_T dan ganas de llorar http://t.co/5t5GlMOINL"
"0.6469260728961641","o",,"Chicas tienen que admitir que MIELY Es hermosa! Es muy Linda! Solo que era la chica disney y ahora se fue a lo contrario! Se sarpa a veces+"
"0.6466581791680649","o",,"Me dan ganas de irme YA a disney, que lindo grupooooo ☺"
"0.6463423253910664","o",,"エンダーのゲームが、やっと映画化。遅いよー20年待ってた（≧∇≦） http://t.co/CXuiw6z3hL"
"0.6447786856772973","o",,"D&G JUNIOR Infant Girl's Denim Minnie Mouse Dress, Newborn Dress, Disney, 18-24M http://t.co/J1YlZPftxk"
"0.6447611465990511","o",,"Imitaciones y voces: Especial de Disney Pixar - Imitador Geezuz González...: http://t.co/oxzV9LsPVn vía @youtube"
"0.6427350009073732","o",,"@ManonOlv tu m'dis CHEZ DISNEY je sias pas moi !!!! :p"
"0.6420576936651798","o",,"Dan Schneider, Chuck Lorre, Steve Jobs , John Lasseter y Walt Disney. La causa de mis sonrisas."
"0.6416722469154124","o",,"So cute! MT @nancipants: Our engagement pictures are on When Geeks Wed! Featuring @HerUniverse & @GeekyJerseys! http://t.co/79Kcg4cf0V”"
"0.640883722623181","o",,"@disney_1_minnie 同じ電車に市野おるwwwwwwwww"
"0.640429327140586","o",,"@cotti_figueroa Eso es lo que dice la gente que se pone a ver Disney a los 16 años con lechita chocolatada y vainillitas."
"0.639985503202663","o",,"Eita que a ""ex-Disney/estrela teen"" vendeu mais na primeira semana que a ""RAINHA DO POP"" de VOCÊS, KatyCats."
"0.6388595093728311","o",,"@Bruna_Beebs @justinbieber disney.. just10.. ta q ta em 9nha"
"0.6379334321899286","o",,"I am loving @bellathorne's NEW song ft @ROSHON #LetsGetTricky request it on @radiodisney Call 1-877-870-5678 or go to http://t.co/wnRYvwCgQF"
"0.6373072057751387","o",,"【オススメ！】おもちゃ＆ホビー | ディズニー アダルト アリスコスチュームAdult Alic | http://t.co/M4VNIM7k4J | RUBIE'S JAPAN | <b>本体サイズ :</b> 着丈86cm・(C)Disney | RUBIE'S JAPAN"
"0.6368047628255449","o",,"""Voy a comprar la pelicula de disney de las gemelas en dvd! Las quiero mucho!"" Mi mama."
"0.6365120387940815","o",,"@disney_loove02 フォローありがとです！♡"
"0.6355584913499132","o",,"“@WaltDisneyWorld: VIDEO: Meet Richard, a greeter at Disney’s Grand Floridian Resort & Spa: http://t.co/Ai3ROgQJZi” IN LOVE, MADE MY DAY!"
"0.634968529725725","o",,"No veo la hora de tenerte adelante mío. DALE DISNEY POR FAVORRRRRRRR http://t.co/w3AJpCPLl7"
"0.6325322706699205","o",,"No sé nada acerca de Disney. Sólo sobre su teoría de animación. Eso no es. Disney para muchos, son chispas de chocolate volando o algo."
"0.6319968700629299","o",,"Papiiii, pone la radio disney, no te ortives"
"0.6298430687266007","o",,"No importa cuantos años tenga pero TODOS los halloweens me pongo a ver las peliculas de disney<3 las amo."
"0.6296816452111498","o",,"Disney Beauty and the beast iPhone 4/4s, Iphone 5, Samsung Galaxy S3, Samsung S4, Blackberry Z10, Ipod 4 and Ipod 5..."
"0.6287622986434281","o",,"""@focusevil : jai envie d'aller a disney"" La même"
"0.6285127839671321","o",,"""@disneywords: Friends make every day an adventure. –Snow White (Disney Hallmark)"" @itln_bmbshell hahah"
"0.6283045868794302","o",,"@mai_mai_disney 電車の遅延とか笑"
"0.627467190153859","o",,"@JackAllTimeLow 1)YOU'RE AT THE WRONG DISNEY. COME TO WDW. 2)Mickey is my best friend and your sweatshirt makes him laugh."
"0.6272265248863206","o",,"20 vaner's me tratan de chekiar por los scanner's y yo con Draculita en casa viendo Disney Chanel.. http://t.co/edcmWbb5ji"
"0.626843991019313","o",,"Esto solo me trae recuerdos de disney http://t.co/2579ea1iRs"
"0.6267685772716763","o",,"@charlycox1 you should go as a disney character but make them creepy, like make zombie cinderella!,xx"
"0.6266853218590311","o",,"Juro que não ligo pra essas pessoas que dizem que eu não vou pra Disney"
"0.6266297585364513","o",,"Yo voy a ser como la madre que hace de La Sirenita en los parques de Disney"
"0.6258064339246677","o",,"Siga-nos no Twitter: @Demettria_s2 Humor Da Disney | Sky † | Demetria_s2 http://t.co/FwpqFsf942"
"0.6243653330832706","o",,"@g_assis2 ce foi ora disney e nao me levo... nossa legal kk"
"0.6239703491918734","o",,"@cotti_figueroa explicame que haces viendo disney."
"0.6230431470231075","o",,"来月ゎやーっとDisney行けそう♡♡ お仕事入りませんよーに。笑"
"0.6201221986086283","o",,"Gracias lupis por no dejarme mirar ningun programa de noticia. El mundo esta loco!! Vamos con Disney Junior, Toy story, Peppa y Pocoyo!!!"
"0.6198826484150676","o",,"@Disney_1028 ありがとうございますヽ(*´∀｀)ノ♡"
"0.6189856598991341","o",,"米ディズニーが日本を愛す、もう1つのワケ - 日経ビジネス オンライン: 米ディズニーが日本を愛す、もう1つのワケ 日経ビジネス オンライン... http://t.co/b60fupzV4M #disney"
"0.6188489573033498","o",,"Figi's Choice of Vacation Giveaway. Orlando and Disney World Passes Among Prize Choices(123113) (Tue) http://t.co/XhKHMdmrki"
"0.6183637064589198","o",,"@jemangedessteak non mais comment tu peu detester les disney nan c'est pas possible !! Avec c'est controle insurmontable !!"
"0.6182201514397334","o",,"Eu vou levar minha maior mala pra viagem de formatura kkkk a msm que eu levei pra Disney"
"0.6174690325351274","o",,"@withstefani ELE AINDA BRINCA, ELE VAI PRA DISNEY NAO PODE"
"0.6173272364822708","o",,"#Nofuisteniñosi no viste alguna película de disney mas de 3 veces seguidas en 1 día."
"0.6169133313978287","o",,"me tenian los huevos al plato con las fotos de disney"
"0.6162437723666986","o",,"#AdmitoQueMeHubieseGustado perderme con mis amigas en algun parque de disney y que nadie nos encuentre, asi estaríamos por siempre"
"0.6160823055388444","o",,"@xime_chueke siii estamos mal a mi me gusta esa banda!!! los veía en disney es feo! lastima no fui a ningún concierto"
"0.6149100690522531","o",,"@SwilliamsXP actually i'm currently finishing my disney nails ;o"
"0.6147456913915404","o",,"@chinyaco じゃあアラビで待ち合わせない？ それで一緒にピアリまで行こう!! ラス日のラス回だからすごそうだけど… 楽しみだぁ(≧∀≦)"
"0.6135587737414954","o",,"@peaceofmj Olá, Diana! Temos canais do mesmo perfil, como Disney Channel e Nickelodeon. Acompanhe o melhor da TV: http://t.co/vfYFFtK0go."
"0.6132776311585638","o",,"Lovely night playing Disney Monopoly, its heatting up in the kitchen @w_t_richards is currently stressing! @LucyBell94 @sarah_chapman77"
"0.6132481983066344","o",,"And @MZTR_CHUKWU jes made me see ds old disney movie ""let it shine"" d TRUTH though *tears*"
"0.6109075551896358","o",,"Catalina me hizo ilusionar que estaban pasando Alicia en el pais de las maravillas por Disney, pero no."
"0.6105601780996768","o",,"@jasminevwho @ollgsky o nome da série era ninguém merece,passava direto na Disney a uns 2/3 anos atrás"
"0.6105310419931697","o",,"@DeboraElpes Pede a minha mãe pra me dar uma também. E eu nem vou na Disney :("
"0.6102932267946028","o",,"Álbum de fotos: the vampire diaries girls as disney princesses  http://t.co/T174leS8GX"
"0.6101593615594869","o",,"@yeshunters não sei se isso foi uma pergunta ironica mas infelizmente é uma série da disney"
"0.6101496671046228","o",,"Violetta, c'est une des séries de Disney Channel que je supporte pas ! C'est pratiquement toujours les mêmes séries !"
"0.6097379191179391","o",,"Adelando en Radio Disney de #LibreSoy cantada por @TiniStoessel❤: http://t.co/wWsZbuiY4W vía @youtube"
"0.6094319551933367","o",,"Irina me conto todas las maldades que se mando en disney...jajajaja que forra que es !!"
"0.6088282203130613","o",,"@martulink ajajajajaj yo me hice un amigo en disney, vos un novio😘"
"0.608687978662083","o",,"""@AleksandraDW: J'SUIS A DISNEY REGARDEZ YA QUOI DEVANT MOI A SPACE MOUNTAIN 😱😂😂 http://t.co/o0ZTTALwHq"" PTDRRRRRRRR NAN JSUIS K.O"
"0.6083618659492972","o",,"@lxrryfcks mucho, disney se zarpa"
"0.6083618659492972","o",,"@LUCIASIERR es normal,acostumbrate para disney"
"0.6082980738327619","o",,"@JuanmaChiapetta @RoyoRocio encima en disney ajajajjajajajaj"
"0.6080849491405992","o",,"@Hukaaaa_disney ちなみにマックスになってます☆"
"0.6078163717352149","o",,"今、自分がやっていることが好きであるかどうか。それさえあれば自分を磨こうとするし、常に前に進もうとする自分がいるはず。"
"0.6077173200955417","o",,"Disney行くとこんな感じ。いかが？キモいな。笑 http://t.co/OgtP6g6MsD"
"0.6068946673500978","o",,"Todo mundo deu pra trás de ir pra Disney se loco haha"
"0.6068467598256796","o",,"@Victory_Tour_ nossa bem capaz... vou virar a nova estrela da Disney. Aproveito e sento numa bola de demolição pelada."
"0.6067000215980901","o",,"@ns_an 腐らないよ！ いれてあります(*´∀`)♪"
"0.6065674482951643","o",,"Despues que vuelva de disney le voy a regalar una silla a la boliviana esta"
"0.6062315716746066","o",,"@mxxn_disney うぇんでぃどぅ寂しいよ〜"
"0.6060361097141781","o",,"【定期】ドナデジプルート♡他キャラも大好きです/一緒にショーパレ待ちしてくださる方やインやミートしてくれる方常に募集中です/気軽に声かけてください♪/アメブロでも活動しています♡"
"0.6058979547691766","o",,"acabei de colar meu button q ganhei na disney na parede"
"0.605574634708991","o",,"@laury_nico o.O disney k tan dando hay"
"0.605215042335736","o",,"@GrindingSkip @_leamichelelove @skipsuggs_x we should be running Disney bc we so good lol"
"0.6035282834542143","o",,"""Selenators são os 7º maiores fãs no mundo, fazendo com q Selena seja a única Disney a estar na lista de ""Maiores Fãs"" eles e os charts KKKK"
"0.6006570363666088","o",,"I'm at Disney California Adventure Park - @dcatoday (Anaheim, CA) w/ 14 others http://t.co/gD3T0NpCD1"
"0.6006409604392372","o",,"Veo las propagandas de disney y me pongo mal"
"0.6005368531622857","o",,"Jeg likte en @YouTube-video – http://t.co/EuLJ6rR79g Somewhere Out There (Disney)"
"0.6002619354308918","o",,"Nada mas hermoso que el expreso de Radio Disney empiece con ""Best Song Ever""<3<3<3"
"0.5996262520395643","o",,"Sdds acordar de manhã de propósito para ir ver o Batatoon ou o Disney Kids"
"0.5992377830806972","o",,"ooooh tanks disney trick or treating ♡ http://t.co/wtiCN3z24r"
"0.5992285284452479","o",,"Peliculas pijas y la de disney."
"0.5991218752581536","o",,"@_andrea_x solo eso pasa en el maravilloso mundo de Disney"
"0.5989445996474245","o",,"@amott_m 下げれるものならさげてみろー(¦3ꇤ[▓▓]"
"0.598331383217011","o",,"Ahi cosas de las pelis de Disney que pillas ahora y son muy heavys hahaha"
"0.5982641617925739","o",,"14 SUBLIMINAL PHOTOS OF DISNEY PROMOTING SEX, RACISM AND THE DEVIL! http://t.co/pJ8lfWWeMt"
"0.598257530530977","o",,"Disney debería de hacer una princesa sin pelo para que cada niña en el mundo que esté luchando contra el cáncer sepa que también es hermosa."
"0.5977196103858098","o",,"son cualquiera los de disney."
"0.597616988500938","o",,"ADELANTO DEL VERANO ! Punta Cana / Colombia / Costa Rica / Polinesia / Ecuador / Perú / Varadero / La Habana / Reñaca / Disney / Miami /..."
"0.5975653926818585","o",,"E SE AS PRINCESAS DA DISNEY FOSSEM DESENHADAS PELA MARVEL?? QUER VER?? Então visite o link no nosso site:... http://t.co/43gJNbucbv"
"0.5974403696511057","o",,"@amaaaano それは忘れた(*￣ｍ￣)"
"0.5974137756072619","o",,"@enzobianchi11 a viagem p disney? quarto de 4 pessoas é 4.295 dolaress"
"0.5973896689559078","o",,"@Kidrauhl_Drew_J mais pourquoi un ipad quand tu peux avoir disney ????????"
"0.5972877716649563","o",,"ver fotos de disney y llorar ya es algo que hago diariamente."
"0.5972766839960288","o",,"imagina Disney ano q vem c a Bia, lele, be e Glaucinho que sonho mano"
"0.5955578956868676","o",,"【実写版】白雪姫♡ ディズニー好きに共有してね♡ http://t.co/KU7aHrZv2P"
"0.5950656823400292","o",,"@gaggingharry oh, hahaha. you're welcome disney!!!"
"0.5938766452500155","o",,"pocahontas e branca de neve hmmmmmmmmmmmm http://t.co/2KuNYbP3rL"
"0.593562846794711","o",,"@ang_almeida16 well isnt a disney movie?😂 (ive seen all of them)"
"0.5934464450882686","o",,"“@priyancake: Signature scene inspiration from @disney Tangled @jtimberlake #TKO with a frying pan 🍳 http://t.co/mmFpGfmXnG” 🙊 love it"
"0.5929256234524104","o",,"Center your reading around Jennifer de Zayas' outstanding Zone article. http://t.co/XhJJLL5kqr"
"0.5926406341510703","o",,"I JUST GOT SO EXCITED FOR DISNEY WORLD HOLY MOLY @s_fishh @TiaraMcNabb_"
"0.5925156828047855","o",,"http://t.co/uXVs2nwCugB NOOOOOOOO LOCO LOS CRUZEROS DE DISNEY SE VAN A LA MIERDAAAAAAAAAAAAAAAAAAAAAAAA"
"0.5917068765342295","o",,"Go to http://t.co/bZRV1lTsnX to vote for ""Lets get tricky"" by @bellathorne & @ROSHON as your fav Monstober song! ❤️👻 http://t.co/wsscSeNllE"
"0.5916239902758257","o",,"Kinder Canada, Marvel, and Disney http://t.co/5AcLUGXQLU via @Mom2Michael"
"0.5914397788825452","o",,"@sushifelipe calaboca q c tinha disney como site favorito"
"0.5911855743273171","o",,"@_Wayce Xddddd (Disney) mais jte juuuure"
"0.590821139837534","o",,"@anaaa_mariaaa @kasbby come uppp!!!! you tryna be a disney princess lol ?"
"0.5908070232916324","o",,"今日携帯の充電してくるの忘れたからあんまつぶやけない…(´-ω-`)"
"0.590463045827051","o",,"@disney_pon いってらっしゃい～♪"
"0.590463045827051","o",,"@skn_disney まだそれはないですwwwいつか行きたいです！www 16です☻"
"0.5901378982195785","o",,"@ItsJuanPe space/tnt/disney"
"0.5901314545375925","o",,"cintia ta achando que ta na disney, menina ingrata!! Fica me difamando"
"0.5897851110505953","o",,"@stylescaralho o pooh é o cafetao da disney"
"0.5884253680370748","o",,"Tri me dijo que me iba a traer algo de Disney,"
"0.5880848369958783","o",,"Photoset: happylivingmydreams: REASONS TO LOVE DISNEY http://t.co/nzcvQFTY8o"
"0.5880107872915408","o",,"@Disney_yuzu5296 ありがとう！ がんばった(。´Д⊂) おはー！"
"0.5878327303645134","o",,"@Emmasayah je t'ai envoyé un message boloss, je vais peut être a Disney village avec Oums, ses potes et d'autres gens.."
"0.5875053029855998","o",,"ディズニープリンセス フェイバレット モーメント おはなしバック デラックス シンデレラ (リニューアル)　http://t.co/NMUkpeFZPW"
"0.5875053029855998","o",,"施設見学行ってき～(๑́•∀•๑̀)ジャージww http://t.co/yr1yjJVnSD"
"0.5867846572266833","o",,"@RedMILFRachel, the classic disney film: The Aristocats."
"0.5864658773424924","o",,"j'sais pas j'enmene qui avec moi a Disney :/"
"0.5861728873944241","o",,"CLASSICOS DISNEY com LOBO MAU - BIG BAD WOLF http://t.co/yrjiyXZld2"
"0.5859646211869697","o",,"@NickAndDisney Maybe people want to see the good shows, you know from the good disney way back when.(That's so raven) (Cory in the house)"
"0.5848000016256965","o",,"@glossopetrae @numbersrobot like the disney channel ISN'T a satanic illuminati conspiracy"
"0.5846194645316124","o",,"@Team_Mommyy disney store?"
"0.5845818808195358","o",,"Por que carajos en radio disney siempre pasar el remix asqueroso ese de summertime sadness?¿?¿?"
"0.5845646433878698","o",,"PTDRR Djemso elle s'affiche elle a di que chatelet cst mieux que disney"
"0.5844007151944429","o",,"@DylanRaySchmid of @DisneyXD_Canada #BUNKS and @OnceABC gives the inside scope to @timescolonist http://t.co/Dx5UJjv9H5"
"0.5840386082876005","o","o","@Hukaaaa_disney ネオマウスという役で出てきてました（笑）聞いた瞬間マジフィニアスでした（笑）"
"0.5840070582685561","o",,"Photo: ellievhall: DISNEY PRINCESS BATMAN. http://t.co/zi7obLOJAD"
"0.5836373454002636","o",,"Gostei de um vídeo @YouTube http://t.co/7sG0lkLs2v Disney Secrets!"
"0.5834637178805869","o",,"http://t.co/x5ey5T5Tty Сериал Виолетта (60-99 серии) / Disney / Смотреть онлайн"
"0.5829659198674588","o",,"HOT JOB: Graduate, Ad Approvals Intern ~ Disney Interactive (Glendale, CA) http://t.co/f1WUo4dEi1 #disneyinterns"
"0.582962103727502","o",,"""@gabu_pala: 6 a 0 le hace a todos..."" @pipiromero01 alguien se enamoro de vos en #Disney y vino traumada jajajajaja"
"0.5829508904032431","o",,"@livetwatthebat YOU'RE GREEN WITH IT http://t.co/xtOPVe0Gue"
"0.5823678549411697","o",,"Todas las noches pasan la misma película en disney, ellos no pueden poner otra"
"0.5820530561045612","o",,"Planes: Fire and Rescue, Sekuel Pertama Planes dari Disney - http://t.co/S036H9j2CL http://t.co/grv8SI563r"
"0.5815396853952435","o",,"#AdmitoQueMeHubieseGustado rescatarme antes de la onda de disney"
"0.5805145152993694","o",,"Odio la radio disney, la odio loco."
"0.5803851947592048","o",,"""@Disneyland: Today in #DisneyHistory: @DisneyPictures releases “Tim Burton's The Nightmare Before Christmas” - 1993 http://t.co/TBp1vIO5qp"""
"0.5785861489409024","o",,"@darvillans Vc vai em maio mesmo??? Pq eu quero ir com ccaa em julho ficar 21 dias disney/ny vamo??"
"0.5785347460470353","o",,"Tras una noche de Disney toca descansar. Buenas noches :-) http://t.co/AQ88E0q5wP"
"0.5774021143449096","o",,"@Sublime_Sophism Just because the first time was like experiencing the magic disney talk about but never deliver (gayest thing ive ever said"
"0.5762480555228342","o",,"Disney Sweepstakes, Disney Park Gifts, Information, Vacation Planning and More. Disney Pinterest Boards (Tue) http://t.co/034WxKRgVh"
"0.5761031349393625","o",,"Se dan cuenta que mi vida es anormal desde el momento que me hice un amigo en disney. Qcyo."
"0.5754431117051931","o",,"Me subí al expreso de radio disney sin querer y ya no se como bajarme."
"0.5753899691555369","o",,"les meilleures go de disney channel c'est Raven et London Tipton <3333"
"0.5753125206908775","o",,"NUEVE meses disney?!? No lo puedo creer, que rapido pasa el tiempooo!!"
"0.5743979675580566","o",,"ALAYLM EN RADIO DISNEY:')"
"0.5741577284416887","o",,"estan pasando brujillizas en disney, me hace acordar a juli y alan JAJAJAJAJAJJAJAJ"
"0.5737614061436538","o",,"a criança vai nascer e assim que sair do hospital tom ja vai levar pra disney"
"0.5735373970492014","o",,"MALDITA SEAS @6luuu ME HAS INFECTADO CON EL DISNEY!!!!"
"0.5732137288217773","o",,"Disney Villains Spoof The &quot;Chicago&quot; Musical's &quot;Cell Block Tango&quot; http://t.co/t9vzSLITji"
"0.572729295339694","o",,"『【Disneyチップ＆デール】●ディズニー　コスチューム（デール）／子供用★ディズニー　コスプ...』を見る [楽天] http://t.co/lhXgJGLKnc"
"0.5725122680894089","o",,"queria ir pra disney esse ano cara"
"0.5722759396720806","o",,"制服Disneyしたい(´д｀)❤︎❤︎"
"0.5713614047188323","o",,"Yo soy una niña Disney..Soy aburrida si de verdad quieres conseguir algo, ve detrás de tus sueños."
"0.571078329973249","o",,"@KardashianWord @KimKPlanet @kardashian_miss @KardashTrueArmy Or Disney World #OLDSTYLE"
"0.5710778989520857","o",,"@baseballdaiki51 あー！おっけおっけだよね！笑"
"0.5700353287366049","o",,"@cinelander el único sitio que lo ha publicado es... http://t.co/YqIruH9cEc Estoy por preguntarle a Disney... XD"
"0.5699002746267724","o",,"わかってるだろ、ぼくにとって世界で一番大切なのは、君なんだ!"
"0.5696863906176578","o",,"This Disney/Chicago (Cell Block Tango) mash-up are amazeablls. http://t.co/ls9PvupxmD @BitchPuddin54"
"0.5681228654553971","o",,"Disney Ariel Figure Toy Figurine from the Little Mermaid Movie: $4.99 (0 Bids) End Date: Tuesday Oct-29-2013... http://t.co/OvEs53K6UZ"
"0.567844596186322","o",,"Ao mesmo tempo q eu sinto sdd da Disney, eu sinto inveja dos q vao o ano q vem! 😒"
"0.5670865109147969","o",,"Me hablan todos de disney ayayayayay"
"0.566642315766689","o",,"e como assim o Patrick tá namorando? e ela não contou que ficou com o Patrick na Disney, p namorado ? what ?"
"0.5660918946491365","o",,"Source - http://t.co/h9DCzCHoQ8 http://t.co/p52mEnUHe5"
"0.5652796937045684","o",,"『ねぇ』 『キスしていい？』 「・・・？？」 「・・・・えっ！？」 『するよ・・・』 『じっとしてっ・・・・』 やっぱり男からして欲しいよね http://t.co/PubpqZsW0X"
"0.5652416535276245","o",,"WHY IS THERE NOT A SEASON 3 OF MBAV ?! @DisneyChannelPR @Disney @radiodisney"
"0.5648263104724731","o",,"@likeslemi aprendeu essa resposta assistindo disney e tomando toddynho?"
"0.5647226606398628","o",,"現実逃避 したい気分。♡ http://t.co/kcnnYFrZRe"
"0.5632710457762369","o",,"東京ディズニーシーへようこそお越し下さいました。 本日、東京ディズニーシーは午後十時まで開園いたしております。 素敵な旅の一時をどうぞお楽しみください。"
"0.5625661921245296","o",,"@solonglibby @disney_frump omg yes!!!!!!!! And your thoughts?!?"
"0.5625137224759486","o",,"@KristaOraAgron Musicals, Disney^^, comedy.... but most of the time it depend of the story"
"0.5620661368529292","o",,"だからね、僕は幸せな気持ちになるということは、満足することだと思うんだ。　http://t.co/iMBYVC4KRR #ディズニー"
"0.5619311215603686","o",,"Avant elle m'amenner faire les magasins ou a disney mais aujourd'hui c'est finis"
"0.5611878259084379","o",,"Una de las cosas más lindas de Disney fue comprar como loca sin control adulto"
"0.5610289643270431","o",,"PassPorter Moms Podcast (#198): The PassPorter Moms Visit to Walt Disney World, Part 1 with @PassPorterMomSV - http://t.co/tFbsb8ZONo"
"0.5607630774006331","o",,"Hace rato maldecía el día que los vi por primera vez en Disney Channel pero en realidad fue lo mejor que me pudo haber pasado."
"0.5604881331473817","o",,"@Beatrizsafonso ""na disNEY vou estar trocando cards com o MicKEY"" ri dms tbm"
"0.5604176845301063","o",,"@SexyChaySexy haha madalas naman yang may replay sa disney channel :P"
"0.5596875060786202","o",,"@jan0sbiebs THE ONLY GOOD SHOW DISNEY HAS IS PHINEAS AND FERB AND THATS STARTING TO GET LAME BC SAME PLOT OVER AND OVER"
"0.5596875060786202","o",,"@jan0sbiebs NEED TO TELL DISNEY ABOUT IT"
"0.5596875060786202","o",,"@bcumberbands JACK IS AT DISNEY WITH BRENDON AND SARAH"
"0.5596875060786202","o",,"@RauhlinBiebah YES OMG WE HAVE TO CALL THE DISNEY PRODUCERS"
"0.5596875060786202","o",,"@jan0sbiebs WE SHOULD BC DISNEY CHANNEL SUCK THESE DAYS"
"0.559287039139237","o",,"@Jason_Garcia how many were laid off a few years ago by disney, is the workforce there bigger now than before the cuts?"
"0.5590528534615117","o",,"( ˘☎˘ ) ＾ 　　　　(ﾉ 　　　　　　┗━━┛　　　┏┛　┣┻┓ υウプシロン 23時半なー　(　　∩＿＿／更新プログラム長すぎなw 　　∧＿　　　　 TA 勢になろう SEX messages hidden in Disney...☎　☎　☎☎　☎"
"0.5582908230801609","o",,"Conocer bora-bora, grecia y disney.."
"0.5581880703139017","o",,"que manera de reírnos en ingles con Micaela , si esa se fua Disney entonces yo? JAJJAJAJAJAJAJAJAJJAA"
"0.5572728045605195","o",,"ya me voyy. estudiare y vere disney u,u"
"0.556204803452165","o",,"@ShakeItUpBellz @bellathorne @ROSHON @radiodisney Hey is that the radio Disney number?? And can u just chat with them on radiodisney even if"
"0.5560929840413446","o",,"Neues Besucher-Video: Halloween 2013 - 'Daytime' Fountain Show at Nightfall - Disneyland Paris http://t.co/pkHVbOT4lo #DLP"
"0.5560659803486813","o",,"http://t.co/71SQpfyorO Esta canción me hace acordar a una película de Disney pero no me acuerdo"
"0.5552442880271081","o",,"WIN a #DisneyClassicsBox CD Set from @oopsimpregnant @DisneyMusic Ends 10/29 http://t.co/sXlnGfbuWy"
"0.5544620945807532","o",,"Muy fuerte. Recordando nuestra infancia viendo el primer corto de Walt Disney ""árboles y flores""… http://t.co/rdf7zUB662"
"0.5544570147971624","o",,"Si tu étais un personnage de Disney, tu serais.... ? — LE ROI LOUIS ! DIRECT ! http://t.co/ifNOQSjPL6"
"0.554211486474418","o",,"@hedi91200 oui 😱 meme disney land bah regarde bien le d et tout c un 6"
